"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"68474099999","2021-01-01T08:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","62","67","","","-0.07","2","86","","","25.53","","64","130","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09268474 12/// /1302 10192 20168 38647 48539 52024 60094 333 20166 91004 555 10308 20092 91022=","","","","","","","","","",""
"68474099999","2021-01-01T11:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","62","65","","","-0.01","2","90","","","25.55","","63","110","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07068474 42/// /1104 10185 20168 38651 48542 52003 333 10208 20166 91007=","","","","","","","","","",""
"68474099999","2021-01-03T17:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","61","68","","","-0.00","3","79","","","25.53","","64","090","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07068474 42/// /0903 10198 20161 38647 48539 53001 333 10250 20198 91006=","","","","","","","","","",""
"68474099999","2021-01-03T20:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","58","62","","","-0.02","2","87","","","25.57","","60","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08668474 32/// /0000 10165 20143 38658 48548 52008 333 10250 20165 91002 555 69925 91023=","","","","","","","","","",""
"68474099999","2021-01-04T02:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","56","58","","","+0.03","7","92","","","25.50","","57","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08068474 32/// /0000 10147 20134 38636 48525 57010 333 10250 20139 91002 555 91021=","","","","","","","","","",""
"68474099999","2021-01-04T05:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","56","58","","","+0.01","8","91","","","25.48","","57","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07068474 42/// /0000 10147 20132 38630 48520 58002 333 10250 20139 91002=","","","","","","","","","",""
"68474099999","2021-01-04T08:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","56","68","","","0.00","9","67","","","25.48","","61","090","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09268474 12/// /0903 10198 20135 38629 48521 50000 69944 333 20139 91005 555 10250 20004 91020=","","","","","","","","","",""
"68474099999","2021-01-04T11:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","58","66","","","+0.01","7","75","","","25.47","","61","300","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07068474 42/// /3005 10191 20146 38624 48516 57002 333 10228 20139 91010=","","","","","","","","","",""
"68474099999","2021-01-04T14:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","62","70","","","+0.04","7","75","","","25.42","","65","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09268474 12/// /0000 10210 20164 38607 48499 57015 69921 333 10228 20139 91003 555 20002 91017=","","","","","","","","","",""
"68474099999","2021-01-05T05:00:00","-28.6833333","28.95","1392.0","ROYAL NATAL NAT. PARK, SF","FM-12","4","","56","58","","","-0.01","2","95","","","25.38","","57","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07068474 42/// /0000 10144 20136 38596 48486 52003 333 10228 20143 91003=","","","","","","","","","",""
